sample_in_window,time_seconds_in_window,absolute_time_seconds_in_recording,prob_Fpz,prob_Fp1,prob_Fp2,prob_AF3,prob_AF4,prob_AF7,prob_AF8,prob_Fz,prob_F1,prob_F2,prob_F3,prob_F4,prob_F5,prob_F6,prob_F7,prob_F8,prob_FCz,prob_FC1,prob_FC2,prob_FC3,prob_FC4,prob_FC5,prob_FC6,prob_FT7,prob_FT8,prob_Cz,prob_C1,prob_C2,prob_C3,prob_C4,prob_C5,prob_C6,prob_T7,prob_T8,prob_CP1,prob_CP2,prob_CP3,prob_CP4,prob_CP5,prob_CP6,prob_TP7,prob_TP8,prob_Pz,prob_P3,prob_P4,prob_P5,prob_P6,prob_P7,prob_P8,prob_POz,prob_PO3,prob_PO4,prob_PO5,prob_PO6,prob_PO7,prob_PO8,prob_Oz,prob_O1,prob_O2
751,3.004,309.004,0.006401883,0.96329224,0.96819866,0.008899738,0.0010461864,0.0006103116,0.0010558688,0.88350177,0.003361174,0.0019470536,0.95140195,0.93889624,0.0006457834,0.0011581365,0.9679233,0.96314126,0.00013094248,5.2257852e-05,0.00056322396,0.0004034533,0.00053754915,7.33183e-05,0.00018364357,0.0003115052,0.008159547,0.3638298,0.00024611806,0.0006217258,0.47133812,0.55915785,0.0016100316,0.00086604455,0.8994723,0.7165854,0.00043641112,0.00010317214,0.00087271875,0.0025268856,0.00048113076,0.00016083402,0.00037617714,0.0006979812,0.00071527634,0.0011653923,0.002977802,0.0006611774,0.0007412745,0.015195264,0.0143142585,0.0005189122,0.0005494268,0.00202931,0.00094228244,0.00037781527,0.0005789169,0.001345865,0.0009125424,0.0031987804,0.007846815
752,3.008,309.008,0.0062040114,0.9652475,0.97003216,0.008545768,0.0010638371,0.0005914921,0.0010197219,0.8965703,0.0029132818,0.0017601112,0.9525996,0.93911207,0.00063855667,0.0010969557,0.9680862,0.96352315,0.00013635309,5.3040018e-05,0.0005098048,0.00037142244,0.00051168544,7.473903e-05,0.00015269479,0.0003130289,0.0077476995,0.38155666,0.00023477717,0.0004859248,0.43637052,0.5267888,0.0015697313,0.0008174782,0.8910735,0.6914069,0.00044307738,9.6423326e-05,0.000797232,0.002113885,0.0004384019,0.00016741105,0.00040374935,0.00067561166,0.0006816897,0.0011453775,0.0030257818,0.00066388806,0.0007546098,0.01425827,0.014780109,0.0005430681,0.0005205828,0.001976646,0.00091109244,0.0003793211,0.0006144143,0.0013886971,0.00087673566,0.0030786784,0.007920158
753,3.012,309.012,0.0060465853,0.9664776,0.9714119,0.00842206,0.0010490982,0.0005947795,0.0009848792,0.89837646,0.0027172237,0.0016884232,0.9536363,0.9392194,0.0006579182,0.0010296985,0.9675876,0.9631538,0.00014436417,5.427311e-05,0.00044881395,0.00033587872,0.0005095022,7.927332e-05,0.0001453788,0.00031026185,0.007387253,0.38349473,0.0002267338,0.00046407766,0.43962362,0.5146139,0.0014212128,0.0009068396,0.8845591,0.6676557,0.00043697772,0.00010118077,0.0007736897,0.001928777,0.00041662413,0.00018315531,0.00043442962,0.0007035087,0.00071967184,0.0011427794,0.0028572145,0.0006637381,0.00078775716,0.013552475,0.014957488,0.0005943343,0.0005609393,0.0020601724,0.0009100106,0.0004163393,0.0006690918,0.0014233928,0.0009207127,0.0033547126,0.008579761
754,3.016,309.016,0.0056214514,0.9664111,0.97131234,0.008595943,0.0010790161,0.0005967916,0.00093611644,0.89928186,0.0024319827,0.0017647645,0.9538268,0.9395575,0.0007277157,0.00091715006,0.9674357,0.96328473,0.00013254659,5.2380037e-05,0.00039348067,0.00029993587,0.00050637114,8.598974e-05,0.00014067112,0.00029440282,0.0070975367,0.36904737,0.00021642288,0.00047776414,0.45120168,0.5180561,0.0012315549,0.0009103969,0.8787506,0.6432816,0.00039644062,0.000115921,0.0008720472,0.0020133925,0.00040347234,0.00019592917,0.00047894943,0.0007589712,0.0008155836,0.0010844975,0.0025239957,0.0006932007,0.0008563362,0.013118678,0.015080984,0.00062374043,0.0006004909,0.0022669015,0.0009236742,0.00042241,0.00064621994,0.0013120815,0.0010201086,0.0037138702,0.008821338
755,3.02,309.02,0.005351534,0.96615547,0.9717048,0.007910434,0.0010062831,0.00057931076,0.0009012059,0.90048033,0.002139449,0.0015907366,0.95430684,0.9399917,0.00069189514,0.000775721,0.96810865,0.96426976,0.00012168116,4.8593807e-05,0.00036288644,0.00028194426,0.0004958721,8.3515464e-05,0.0001288634,0.00027186595,0.0066686943,0.38143942,0.00021874308,0.0004345907,0.46923983,0.54174024,0.0012287637,0.0008534827,0.87911475,0.6564326,0.0004122735,0.00013793292,0.0010148411,0.0022254179,0.0004136805,0.00021374361,0.0005486709,0.0008298398,0.00085243053,0.0010784803,0.002502619,0.00071581337,0.000865385,0.012741631,0.015270777,0.00062329834,0.000591307,0.0022536747,0.0009186714,0.00039037847,0.00061181333,0.001176993,0.0010061269,0.0038082823,0.008892297
756,3.024,309.024,0.0052670366,0.96509457,0.9704137,0.0071437526,0.00096159626,0.0005426053,0.00082039007,0.9000915,0.0021359457,0.001496282,0.95339584,0.9397403,0.0006309797,0.00076922367,0.9684009,0.9652403,0.00011007791,4.9080114e-05,0.00036140808,0.00027337534,0.0005108049,7.34299e-05,0.00013361977,0.0002649091,0.0064072595,0.4100788,0.0002455759,0.00044097222,0.47535053,0.56834346,0.0014413724,0.0008691318,0.8819733,0.6883725,0.00050631654,0.00016086624,0.0012052337,0.0022352631,0.00043371128,0.00023618895,0.00062485517,0.00091054355,0.00089298387,0.0012152304,0.0028483719,0.0007656833,0.00088320696,0.012797487,0.015438383,0.0006135374,0.000589977,0.0022180735,0.0008644665,0.00034028268,0.00061609456,0.001119982,0.0009131213,0.003488695,0.008438147
757,3.028,309.028,0.005175915,0.9653244,0.97023195,0.0064636036,0.00094637886,0.0005431558,0.00077006937,0.9022698,0.0022408501,0.0015417624,0.95220673,0.93888104,0.0006355164,0.0007793479,0.96843165,0.96599245,0.000112827605,4.8869337e-05,0.00034805763,0.00025373365,0.00051085604,7.1335904e-05,0.00015018514,0.0002730565,0.006240224,0.428613,0.00030506667,0.00048838754,0.50575525,0.5950458,0.0015928298,0.0010741128,0.8847556,0.72359985,0.0005888352,0.00021089974,0.0012904204,0.0023697468,0.0004497641,0.00024018169,0.0006992402,0.0010013793,0.0009610668,0.00131226,0.0030207252,0.00077533856,0.0008793234,0.012515391,0.015433135,0.0006311562,0.00063266425,0.0020417045,0.00086888624,0.00030618062,0.00062907446,0.0011972545,0.0008673084,0.0036426142,0.0082516065
758,3.032,309.032,0.005164685,0.966556,0.9707582,0.0063753794,0.0009061996,0.00053808565,0.000761848,0.9043694,0.0023007002,0.0016960655,0.951889,0.9386131,0.00066552823,0.0008455217,0.9680233,0.9662308,0.00011092637,5.013612e-05,0.0003369104,0.00022479071,0.0005022994,7.288679e-05,0.00017037574,0.00028749203,0.0059471326,0.4402743,0.00029776877,0.00050189235,0.50974816,0.59924054,0.0015818088,0.0011626319,0.8924904,0.74865985,0.00066097075,0.00023914198,0.0013704109,0.0024314888,0.00044879536,0.00024561383,0.0007221668,0.0010339051,0.0010493776,0.0012093483,0.002611584,0.00070849387,0.0009445354,0.012740233,0.015425914,0.0006040962,0.000627805,0.0022409225,0.00087643083,0.0003105797,0.0006507062,0.0012921023,0.00090933533,0.0036911042,0.0086882245
759,3.036,309.036,0.0051960777,0.96762097,0.97143227,0.006223575,0.00087034504,0.00051524484,0.0007781131,0.9039337,0.0021880548,0.00170853,0.9528438,0.9398555,0.0006731366,0.00088684104,0.96883047,0.9666195,0.00010457668,4.8879872e-05,0.00033898462,0.00020431435,0.00046312486,7.3972755e-05,0.00017889912,0.0002955505,0.005230439,0.4165204,0.0002665724,0.00046876757,0.49788433,0.59145206,0.0015225195,0.0010460722,0.9000611,0.7787889,0.0006869268,0.00023305161,0.0013454867,0.0024074889,0.00045093262,0.0002504347,0.0007792837,0.0010231272,0.0010589281,0.0012072813,0.0024668996,0.0006425793,0.00090876414,0.012685412,0.015762959,0.00060113857,0.00061359734,0.0022940724,0.0009534059,0.0003095073,0.0006991109,0.0014227728,0.0008840902,0.0037323888,0.008344782
760,3.04,309.04,0.005109008,0.9678189,0.97189474,0.0064402074,0.00081422273,0.00048001733,0.00077698234,0.90341556,0.0020400428,0.0015145297,0.95510054,0.9411906,0.00069977785,0.00091947307,0.9703975,0.9677012,9.6723365e-05,4.5947654e-05,0.0003425595,0.00018717317,0.0004376082,7.677746e-05,0.00018232991,0.00030296386,0.0044306344,0.3761147,0.0002651514,0.0004314108,0.49765158,0.58373505,0.0015871262,0.0010400846,0.90560263,0.81274456,0.00073204696,0.0002107335,0.0013340241,0.002421599,0.00046067504,0.00026176096,0.0008177045,0.0010412257,0.001121075,0.0012273758,0.0025258341,0.00068367075,0.00088407425,0.0127937645,0.016116858,0.0006284689,0.0006370883,0.002355019,0.001070543,0.00034237045,0.000811929,0.0015793354,0.0008909204,0.0037715149,0.0081397435
761,3.044,309.044,0.005133941,0.9670698,0.97158885,0.0066268933,0.00085461425,0.00048474508,0.00074276864,0.90360236,0.0022205813,0.001582629,0.9531028,0.9392688,0.0007316672,0.001016,0.97133684,0.9681989,8.8394074e-05,4.8817405e-05,0.00034838234,0.00017295884,0.00041226327,7.632458e-05,0.00020151038,0.00029110906,0.0037546735,0.33652702,0.00024669553,0.0004244658,0.4839973,0.5830945,0.0015713815,0.0010266007,0.90881383,0.82941115,0.00076937326,0.000204622,0.0013894347,0.002557936,0.00048588036,0.0002676609,0.0008170452,0.0010867361,0.0011855639,0.0011668857,0.002583998,0.00076994824,0.0009057796,0.011722821,0.014723211,0.000639782,0.0006439635,0.002325186,0.0011411705,0.00036962732,0.00082780217,0.0015492382,0.0008992035,0.0035987147,0.00816157
762,3.048,309.048,0.0049024457,0.9653958,0.97081226,0.006357293,0.00079282396,0.00045519025,0.00067421526,0.9022208,0.0023458505,0.001754926,0.95102876,0.9362014,0.0007183288,0.0011393044,0.9707007,0.9678637,8.3529725e-05,5.1865984e-05,0.00035586924,0.00015709166,0.00036172656,7.8263954e-05,0.00021177487,0.0002607109,0.003160844,0.28148615,0.00021558466,0.00040008576,0.4765868,0.58325005,0.0013410125,0.0010144705,0.91303027,0.8389608,0.00073658256,0.00019810145,0.0014792405,0.0027462167,0.00047500618,0.00025518273,0.00079177105,0.001194866,0.0011947118,0.0009960149,0.002581627,0.00081604184,0.0008705279,0.011310586,0.014457756,0.00064183987,0.00065271417,0.00230935,0.0011692418,0.0003913749,0.0007703391,0.0014643924,0.00087674573,0.0036786539,0.007876099
763,3.052,309.052,0.0045520067,0.9646837,0.9710916,0.005623819,0.0006962117,0.00042228098,0.0006134225,0.900986,0.0022944948,0.0016053529,0.9507504,0.93532604,0.0006777886,0.0011457889,0.9708383,0.9682514,8.6388776e-05,5.2121584e-05,0.00033895537,0.00014676538,0.00033445962,7.990013e-05,0.00020804272,0.00022233493,0.0026954454,0.25811467,0.00019744446,0.00033244828,0.46908346,0.58139443,0.0013036986,0.00095011876,0.9159981,0.84450096,0.0007061622,0.0001972691,0.0014418743,0.0027547705,0.00047074497,0.00025271432,0.0007732202,0.0012114155,0.0012174086,0.0010213548,0.0027386786,0.00079832476,0.00080711476,0.01239389,0.01430327,0.0006371557,0.00066771614,0.0023455303,0.0012498517,0.00043652867,0.00076489383,0.0013700527,0.00080600416,0.0036160084,0.0077131493
764,3.056,309.056,0.0043064402,0.96397346,0.9703339,0.005038967,0.0005922667,0.00038084798,0.0005353482,0.8973433,0.0021953073,0.0013198408,0.94984365,0.93397504,0.00067948987,0.0010879366,0.9713442,0.9688122,8.909716e-05,5.4689004e-05,0.00032129744,0.00013887059,0.00033575945,9.1316266e-05,0.00019427021,0.00020798242,0.002666418,0.260627,0.00020793383,0.00029717828,0.47354728,0.5930076,0.001447056,0.00097192096,0.9171001,0.8528038,0.000793229,0.00019860246,0.0013700619,0.0026344114,0.0005017058,0.00027651148,0.00082835136,0.0013065856,0.0012517,0.0010720029,0.002733473,0.00076937873,0.00075477565,0.0143606,0.014569921,0.00059157866,0.0006591976,0.0024003054,0.0012615679,0.0004494735,0.00080168014,0.0014119926,0.00076319487,0.0036055846,0.0076336944
765,3.06,309.06,0.004200175,0.9641821,0.96980155,0.0044386806,0.0004928727,0.00035735097,0.00047473976,0.8896206,0.0019910631,0.0011411058,0.94790184,0.9317217,0.00065624865,0.0009680552,0.97172475,0.96939373,9.730275e-05,5.8288486e-05,0.00030172066,0.0001283142,0.00034435088,0.000111751826,0.00017334882,0.00019389305,0.002731681,0.2667689,0.00020964407,0.00029577687,0.47451198,0.5992894,0.0014197336,0.00092972146,0.9204648,0.8591683,0.000790879,0.00018135998,0.0012505227,0.0024628968,0.00051932194,0.00030909243,0.0008592088,0.0014288273,0.0013054345,0.0009798146,0.0024333978,0.00074022624,0.0006670865,0.015214976,0.014182108,0.00058268534,0.0006527932,0.002428867,0.0013087982,0.0004659522,0.00086610514,0.0015620943,0.00082944456,0.0037371684,0.0077273515
766,3.064,309.064,0.0043741055,0.9644987,0.9694968,0.00408155,0.0004434959,0.0003486742,0.0004517652,0.88463753,0.0017518912,0.0009947256,0.94689476,0.93023366,0.0006158747,0.00092121155,0.9720196,0.9699668,0.0001114055,6.709545e-05,0.0003221151,0.00012332435,0.00035849182,0.00012917539,0.00014730798,0.00018267307,0.002790839,0.252574,0.00020021018,0.0003072892,0.4717239,0.60201216,0.0013569877,0.0008907468,0.92458254,0.8682091,0.0006981625,0.00014241718,0.0011325587,0.0024081694,0.0005297584,0.00032766862,0.00084865635,0.0014694234,0.0014749889,0.00089458964,0.00221395,0.0008039615,0.0006171321,0.0141774835,0.013754567,0.00058604917,0.00064219936,0.002296562,0.0012472847,0.00043152802,0.00079343765,0.0015720978,0.0008022323,0.0036501985,0.007655225
767,3.068,309.068,0.004361572,0.96428704,0.96940136,0.0039775064,0.00046343665,0.00034137772,0.00042754094,0.8911661,0.0014366112,0.00082444714,0.9471076,0.9302177,0.0006073728,0.0008385253,0.9733313,0.9707717,0.00012900909,7.63663e-05,0.00035975841,0.00013189651,0.00037772776,0.00014726612,0.00013758508,0.00017980103,0.0027222652,0.22238359,0.00021166223,0.000340151,0.4539253,0.58344615,0.0012887862,0.00085469,0.92514837,0.8690043,0.00057303277,0.00011210692,0.0010614111,0.0021128494,0.0005080759,0.00034427948,0.00081669877,0.0013968411,0.0014565471,0.00083553285,0.0021623652,0.0008052886,0.00058762956,0.014240609,0.013821208,0.0005817223,0.00062073197,0.0023795632,0.0012884113,0.00042896753,0.0007228188,0.0015108574,0.00078365125,0.0033363362,0.007234291
768,3.072,309.072,0.0041306987,0.9636475,0.9694214,0.0037575818,0.0004585161,0.00035902605,0.00043070715,0.898862,0.0011857745,0.00075319025,0.9482384,0.930738,0.00061281625,0.00073585607,0.9749414,0.9717595,0.00013512555,8.149391e-05,0.00041440577,0.00015200723,0.00044381627,0.00017729252,0.00012694421,0.00017784872,0.0027479094,0.20224491,0.000235828,0.00038331846,0.47473687,0.59369576,0.0012774159,0.0008960108,0.9237715,0.8670842,0.00053748075,0.00011526472,0.000983083,0.0019640482,0.0004714347,0.00035560926,0.00085893663,0.0014140569,0.0011893752,0.00077484146,0.0020968365,0.0008620732,0.00056314614,0.013500371,0.013456262,0.000574075,0.00060233375,0.0025464282,0.0014078035,0.00043001014,0.0006720085,0.0013819423,0.0006796816,0.0028330807,0.0063551366
769,3.076,309.076,0.004167576,0.96334237,0.9694904,0.0033933565,0.00038986932,0.00036630975,0.00038796384,0.89925945,0.00090655277,0.00067547,0.9492583,0.9302023,0.00058258255,0.00062579894,0.97557074,0.97219837,0.00014054657,8.087481e-05,0.0004484118,0.00015833956,0.0004798769,0.00018308338,0.000109620996,0.00016526277,0.002716247,0.19242208,0.00023263383,0.00037614163,0.47410667,0.5977685,0.0010999406,0.00087555073,0.9258885,0.8614975,0.00044130968,0.00012299787,0.0009591705,0.001872332,0.00045044912,0.00034966486,0.00086637423,0.0015297637,0.0011021785,0.0007197154,0.0020376958,0.00079290813,0.00054157886,0.013631615,0.013723946,0.00060371886,0.0005766013,0.0026973228,0.0015091806,0.00043553006,0.0006478235,0.0014114166,0.00065644697,0.002607579,0.005878875
770,3.08,309.08,0.0041780756,0.9625787,0.96817744,0.0031059154,0.00030323723,0.00035957652,0.0003197384,0.8874202,0.0006909262,0.0005523931,0.9476019,0.9291422,0.0004925529,0.00052380265,0.97516704,0.97205466,0.00013017896,7.9400874e-05,0.00044509768,0.00014381198,0.00047859966,0.00017276139,9.040142e-05,0.00015499345,0.0028496818,0.19703846,0.00022893693,0.00040629628,0.50719684,0.62474847,0.00096381357,0.0009090469,0.9307043,0.8664212,0.00045472127,0.00015036439,0.0010950341,0.00216225,0.0004925421,0.0003771301,0.00096404686,0.0017863001,0.0011077125,0.0007746352,0.0021489032,0.00073082047,0.00056605664,0.013762363,0.013916159,0.0006328488,0.0005959078,0.0030818353,0.0015905618,0.00047677258,0.00069947884,0.0017684653,0.00076434447,0.0028185651,0.0064431895
771,3.084,309.084,0.00422111,0.9611419,0.9665804,0.0029120578,0.00027476283,0.000357173,0.0003151318,0.8867377,0.0005792086,0.0004631796,0.94730616,0.9292782,0.00045348064,0.00046431617,0.9752645,0.9727807,0.00013350107,7.359492e-05,0.00042226064,0.00013165864,0.0004629236,0.00015720629,8.110565e-05,0.00015479274,0.002834312,0.20925346,0.00023502264,0.00040704277,0.5197738,0.6377449,0.0009043339,0.00094163796,0.93236864,0.87382805,0.00050304254,0.00019312956,0.0012349532,0.0023301446,0.0005752545,0.0004432563,0.0011101807,0.0020500878,0.0012091273,0.00084912265,0.0023208538,0.00073043583,0.0005401184,0.013703352,0.014633667,0.0006586249,0.0005690039,0.003032358,0.0016238048,0.00048292382,0.00076048326,0.0019308341,0.00084377354,0.0028282497,0.0068362597
772,3.088,309.088,0.0042503104,0.960329,0.9661424,0.0029572123,0.00031560505,0.00035588938,0.0003451872,0.90183145,0.0005246919,0.0004441483,0.9469538,0.9298552,0.00041795813,0.00039619886,0.9757853,0.973431,0.00014995689,6.424255e-05,0.00043323194,0.00012927335,0.00042472646,0.00013557287,8.054693e-05,0.00016846646,0.0025711567,0.20792142,0.00023999123,0.00038036852,0.5135752,0.63115954,0.00091214816,0.0009870924,0.9318136,0.8846577,0.00059786305,0.0002319386,0.001387662,0.0025160906,0.000638539,0.00049443234,0.0012090235,0.0021835037,0.0012622001,0.0009494772,0.0024103618,0.00068588345,0.0005383085,0.015243618,0.014977291,0.0006357439,0.0005285524,0.0026391628,0.0015684211,0.00046140348,0.000790543,0.0019410731,0.0009284906,0.0030438863,0.007339497
773,3.092,309.092,0.004167103,0.9598202,0.9650423,0.0030126758,0.00032056987,0.00035087668,0.00035771483,0.90346974,0.00046881268,0.00047797867,0.9453346,0.92843616,0.0003744544,0.0003740439,0.97542024,0.97345996,0.0001596753,5.7451e-05,0.00046389695,0.00013531766,0.0003929576,0.00011876748,8.364618e-05,0.00017275693,0.0020957752,0.2007327,0.00023299074,0.00033354483,0.5004301,0.6169606,0.0009036327,0.0009939909,0.9301137,0.89147425,0.00060809334,0.00024252564,0.0014749742,0.0024965152,0.0006588814,0.0004840391,0.0011516381,0.002247445,0.0012479139,0.0010208319,0.0025692142,0.00063841423,0.0005511033,0.016734978,0.01677755,0.00062993,0.000478813,0.0024067871,0.0014791517,0.0004346537,0.00080229266,0.0018869934,0.0009482851,0.0030710264,0.00802369
774,3.096,309.096,0.004348662,0.9593852,0.9647302,0.002705946,0.00026562836,0.0003617378,0.000364694,0.89552134,0.00036813522,0.0004490564,0.94459456,0.92679715,0.0003146176,0.00033849437,0.9750793,0.9736197,0.00016504561,4.876836e-05,0.00045763384,0.00013691057,0.00037141074,0.0001079367,7.833198e-05,0.00016001305,0.0018396641,0.20135204,0.00021785266,0.00027696395,0.4935165,0.6189396,0.0008376425,0.00087443145,0.9319565,0.8931031,0.00055358117,0.00021613398,0.0015555441,0.0026240528,0.00063318963,0.00044875641,0.0010650423,0.0020995382,0.001260601,0.0011517659,0.0028777157,0.0006288356,0.0005787263,0.01754775,0.018052114,0.0006367022,0.00047724476,0.002394223,0.0013677184,0.00040847473,0.00073641376,0.0018782512,0.0009561569,0.0029798849,0.007793903
775,3.1,309.1,0.0044976263,0.95879275,0.96407604,0.0029697148,0.0002642013,0.00038945887,0.00037852657,0.8914083,0.0003016177,0.00045134872,0.9432449,0.9245267,0.0002795359,0.00031233666,0.97501296,0.9738972,0.00015748371,4.0640905e-05,0.0004079673,0.00013081968,0.00035694597,9.897447e-05,6.7698486e-05,0.00014647137,0.0016323577,0.19947644,0.00019752618,0.00021988961,0.5011949,0.629392,0.0007596134,0.0007298565,0.9285971,0.8865501,0.0004773515,0.0002117894,0.0015646227,0.002541557,0.0005875822,0.00039346173,0.00096305547,0.0017920049,0.0011570508,0.0011347596,0.0027395592,0.00058801356,0.000546941,0.016419042,0.019553535,0.0006499847,0.00046987052,0.002548178,0.0014439443,0.00043200835,0.0007180636,0.0018297475,0.00092632923,0.00295408,0.00781847
776,3.104,309.104,0.0047198115,0.9577749,0.963837,0.0033941176,0.00032281483,0.0004459934,0.00043500416,0.8931746,0.00030339745,0.0005129009,0.94248813,0.92268366,0.0002708482,0.0003179947,0.9748931,0.9736235,0.00015816181,3.769773e-05,0.00036628373,0.00012330424,0.0003517629,9.239619e-05,6.138169e-05,0.00014310941,0.0014397325,0.20418948,0.00017744169,0.00017886177,0.50188583,0.62849265,0.0006981106,0.0006064556,0.9224927,0.8731901,0.00040338674,0.00019983447,0.0015650853,0.0023340054,0.00050371856,0.0003374868,0.00084950577,0.001554473,0.0010656761,0.0010977807,0.0025196786,0.00053298014,0.0005532913,0.015492108,0.020940086,0.0006960611,0.0004690856,0.002779895,0.0016524696,0.0004968908,0.00071459607,0.0017478009,0.0009033375,0.0028583573,0.0072428435
777,3.108,309.108,0.004723238,0.95644814,0.96415496,0.0032850837,0.0003378367,0.00045618782,0.00046288522,0.8904968,0.00031360122,0.00054978905,0.94091666,0.9205608,0.00027065974,0.00035129892,0.97427464,0.9730372,0.00017688322,3.623387e-05,0.00034784304,0.00011866265,0.00031954033,8.8099376e-05,5.6745826e-05,0.00014023988,0.0015063803,0.22023031,0.00016801922,0.0001601237,0.4970117,0.61694103,0.00067792484,0.0005738195,0.91872805,0.8683714,0.0003637218,0.00017712575,0.0015379685,0.0021828255,0.00046327128,0.00030660766,0.0007569672,0.0014643233,0.0011170242,0.001090165,0.002429379,0.0005607829,0.0005991149,0.014544386,0.022684306,0.0007766963,0.00048269532,0.0031500706,0.0017600951,0.00055947626,0.0007266208,0.001763217,0.00093631365,0.0030803503,0.007697577
778,3.112,309.112,0.0042650336,0.9534484,0.96292317,0.0028264471,0.00028439265,0.0003988989,0.00043273,0.87861145,0.00032116423,0.00054321875,0.93917483,0.9175708,0.00027547707,0.00036387023,0.9730899,0.9728017,0.00020374767,3.819537e-05,0.0003248602,0.00011250176,0.00029967664,8.2125975e-05,5.2952582e-05,0.0001442285,0.0015822721,0.24181986,0.00016731913,0.00015507166,0.51306796,0.6186572,0.00071826245,0.0005753173,0.91927636,0.87256783,0.0003348907,0.00014022009,0.0015317986,0.00226358,0.00046829035,0.00030626354,0.00075456133,0.0016414085,0.0013084243,0.0011925033,0.0026525422,0.0006189137,0.00068025704,0.015564809,0.024621757,0.00082394294,0.000500793,0.0035551838,0.0018228117,0.00059229886,0.00077579974,0.0018946545,0.0011593705,0.0034952627,0.008607126
779,3.116,309.116,0.003972481,0.9509996,0.9624417,0.0025581075,0.00024010269,0.00036776252,0.00042799397,0.86986053,0.00032564346,0.00052847434,0.9384671,0.91613054,0.00028152068,0.00035769265,0.97244275,0.97271675,0.00025716968,3.7987986e-05,0.00030155675,0.00011073402,0.00030497857,8.346841e-05,5.2449614e-05,0.00015909171,0.001640123,0.2532514,0.00017095686,0.00014875193,0.5069295,0.6358641,0.0007931987,0.00053733477,0.9151164,0.8693583,0.00034204553,0.00012949086,0.0015902974,0.0024923305,0.0004913475,0.00030212422,0.0007642658,0.0019134288,0.0015005062,0.0012724797,0.0028868713,0.0006228595,0.00068012415,0.016737733,0.025569106,0.000864462,0.0005039873,0.0035884138,0.00185219,0.00062757765,0.0007991171,0.0020171881,0.0012297924,0.003768196,0.009084771
780,3.12,309.12,0.0039024316,0.9507584,0.9621607,0.0028721523,0.00025213504,0.00036445868,0.00041703423,0.86977893,0.00033447432,0.00049026817,0.9365653,0.9150241,0.00030106178,0.0003469116,0.9716197,0.9722378,0.0003175203,3.812924e-05,0.00026870973,0.00010777944,0.00031967502,8.925728e-05,5.565241e-05,0.00018895252,0.0017079104,0.2551857,0.00019412152,0.00014684838,0.4831144,0.65591246,0.0009612197,0.0005475586,0.90831494,0.86324435,0.00038839178,0.0001373185,0.0017276898,0.0027632194,0.00053440424,0.00032011053,0.00081051054,0.0021855305,0.0016069578,0.0014488201,0.003565967,0.00069496216,0.0007098368,0.01644931,0.024182212,0.0008329822,0.00051377574,0.0034669538,0.0017579199,0.00063601753,0.0008755837,0.0020845681,0.0012274582,0.0037712336,0.00863968
781,3.124,309.124,0.0037716257,0.94998074,0.9618652,0.0028250283,0.00026102603,0.00037187702,0.00043005953,0.8718387,0.00034945458,0.0004789659,0.93587166,0.9136716,0.0003487969,0.00037923432,0.9711089,0.971773,0.00041139702,4.4458313e-05,0.00025861448,0.000110404435,0.0003437097,9.9302226e-05,6.30131e-05,0.00022347366,0.0018425015,0.26230606,0.00023785698,0.00015521263,0.473432,0.67093635,0.0012033427,0.0006751504,0.9048626,0.8632906,0.00048506542,0.00016021152,0.0019897684,0.003160512,0.0005819646,0.00034634734,0.0008874831,0.0024783246,0.0016571041,0.0014702891,0.004269856,0.00078851986,0.0007242747,0.014884792,0.021500226,0.00080983154,0.00051244546,0.0031967317,0.0016310983,0.00063393847,0.0009104034,0.0020309938,0.001147159,0.003487883,0.008592055
782,3.128,309.128,0.00359238,0.9485307,0.962072,0.0024124081,0.00025716648,0.0003734811,0.00043237666,0.87190896,0.000373654,0.00048746038,0.9370736,0.91333866,0.00040291154,0.00043788776,0.97135687,0.97127223,0.00051373534,5.092925e-05,0.00026812294,0.00011655189,0.00037001586,0.00011347304,7.303185e-05,0.0002496461,0.002018717,0.25743812,0.00029872102,0.0001898515,0.46191952,0.67161816,0.0014726724,0.00094723,0.9059685,0.86670256,0.00057331385,0.00019146563,0.0023080397,0.0036321227,0.00065201096,0.0003673396,0.0010087221,0.0029590125,0.0018301377,0.0014535547,0.0046529784,0.00093722664,0.00077185425,0.012620676,0.018616574,0.0008288093,0.0005168341,0.0030761212,0.0015647657,0.0006289761,0.00086496247,0.0019498438,0.00096879294,0.0031257786,0.007819561
783,3.132,309.132,0.0032817943,0.94873935,0.96227264,0.002420588,0.0002811827,0.0003961862,0.00043404088,0.8694049,0.0004260736,0.00051445595,0.9394369,0.9154696,0.00044308242,0.00048065605,0.9720704,0.97081065,0.0006033904,6.146182e-05,0.0002958488,0.00012843563,0.00040460087,0.00012192936,8.677468e-05,0.00030285385,0.0022923977,0.23837996,0.00038186557,0.00024361463,0.46410665,0.6600382,0.0017717925,0.0014315451,0.90280366,0.8674235,0.0007785188,0.0002377937,0.0025078703,0.0037067123,0.00065143866,0.0003603306,0.0010152744,0.003132926,0.0017340553,0.001238283,0.00433967,0.00095857127,0.0007483638,0.010030716,0.016416447,0.00084079604,0.00053099066,0.0033012968,0.0016731165,0.0006674099,0.00085936923,0.0018421868,0.0009488802,0.0029480008,0.00823315
